ID,SMILES,Gen,FuncGroup,Formula,SAScore,MolWt,LogP,LipinskiViolations,QEDViolations,GhoseViolations,VeberViolations,REOSViolations,RuleOf3Violations,HDonors,HAcceptors,RotBonds,NumAtoms,MolarRefractivity,TPSA,FormalCharge,NumHeavyAtoms,NumRings,PAINSFilter,BRENKFilter,BRENKMatches,MinBindingEnergy,AvgBindingEnergy,SynthSuccessProb,RetroSolved,RetroPrecursors,RetroSteps,image_path
1350014,O=C(Nc1cccc(-c2cccc(Nc3nn[nH]n3)c2)c1)c1cccc(-c2cccc(-n3cnnn3)c2)c1,9.0,Amine,C27H20N10O,2.6,500.2,4.5,1.0,2.0,2.0,0.0,1.0,4.0,3.0,9.0,7.0,38.0,141.9,139.2,0.0,38.0,6.0,True,True,,-9.9,-8.9,0.952,True,6.0,7.0,z_tmp/DSX_Strctures/1350014.png
1349883,O=C(Nc1cccc(-c2cccc(NC(=O)c3cccc(-c4nnn[nH]4)c3)c2)c1)Nc1nn[nH]n1,9.0,,C22H17N11O2,2.6,467.2,2.9,0.0,2.0,0.0,1.0,0.0,4.0,5.0,8.0,6.0,35.0,126.3,179.1,0.0,35.0,5.0,True,True,,-9.9,-9.1,0.975,True,4.0,4.0,z_tmp/DSX_Strctures/1349883.png
1349460,O=C(Nc1cccc(-c2cccc(NC(=O)c3cccc(-c4nn[nH]n4)c3)c2)c1)Nc1cn[nH]n1,9.0,,C23H18N10O2,2.6,466.2,3.5,0.0,2.0,0.0,1.0,0.0,5.0,5.0,7.0,6.0,35.0,128.5,166.3,0.0,35.0,5.0,True,True,,-9.9,-8.4,0.975,True,4.0,4.0,z_tmp/DSX_Strctures/1349460.png
1349459,O=C(Nc1cc(-c2cccc(-c3nn[nH]n3)c2)cc(-c2cccc(-n3cnnn3)c2)c1)c1cccc(-n2cnnn2)c1,9.0,,C28H19N13O,2.9,553.2,3.4,2.0,3.0,2.0,1.0,2.0,4.0,2.0,12.0,7.0,42.0,150.3,170.8,0.0,42.0,7.0,True,True,,-9.9,-9.2,0.963,True,4.0,5.0,z_tmp/DSX_Strctures/1349459.png
1349420,O=C(Nc1cccc(-c2cccc(NC(=O)c3cccc(-n4cnnn4)c3)c2)c1)Nc1cccc(-n2cnnn2)c1,9.0,,C28H21N11O2,2.6,543.2,4.2,1.0,2.0,2.0,1.0,1.0,4.0,3.0,10.0,7.0,41.0,150.8,157.4,0.0,41.0,6.0,True,True,,-9.9,-9.0,0.975,True,4.0,4.0,z_tmp/DSX_Strctures/1349420.png
1346125,O=C(Nc1cccc(-c2cccc(-c3nn[nH]n3)c2)c1)c1cccc(-c2cccc(-n3cnnn3)c2)c1,7.0,,C27H19N9O,2.5,485.2,4.4,0.0,2.0,2.0,0.0,0.0,4.0,2.0,8.0,6.0,37.0,137.6,127.2,0.0,37.0,6.0,True,True,,-9.9,-9.0,0.975,True,4.0,4.0,z_tmp/DSX_Strctures/1346125.png
1345105,O=C(Nc1cccc(S(=O)(=O)c2cccc(-c3nn[nH]n3)c2)c1)c1cccc(NC(=O)c2cccc(-n3cnnn3)c2)c1,6.0,,C28H20N10O4S,2.7,592.1,3.2,2.0,3.0,2.0,1.0,2.0,4.0,3.0,11.0,8.0,43.0,153.0,190.4,0.0,43.0,6.0,True,True,,-9.9,-9.3,0.975,True,4.0,4.0,z_tmp/DSX_Strctures/1345105.png
1347579,O=C(Cc1ccc(-c2ccc(C(=O)Nc3nn[nH]n3)cc2)cc1)Nc1cccc(-c2cccc(-c3nn[nH]n3)c2)c1,8.0,,C29H22N10O2,2.6,542.2,4.1,1.0,2.0,2.0,1.0,1.0,5.0,4.0,8.0,8.0,41.0,151.4,167.1,0.0,41.0,6.0,True,True,,-9.9,-9.0,0.975,True,4.0,4.0,z_tmp/DSX_Strctures/1347579.png
1349814,O=C(NCc1cccc(-n2cnnn2)c1)c1cccc(-c2cccc(NC(=O)c3cccc(-c4nn[nH]n4)c3)c2)c1,9.0,,C29H22N10O2,2.6,542.2,3.7,1.0,2.0,2.0,1.0,1.0,4.0,3.0,9.0,8.0,41.0,149.8,156.3,0.0,41.0,6.0,True,True,,-9.9,-9.3,0.975,True,3.0,4.0,z_tmp/DSX_Strctures/1349814.png
1349849,O=C(Nc1cccc(-c2cccc(NC(=O)Nc3cn[nH]n3)c2)c1)Nc1cccc(-c2nn[nH]n2)c1,9.0,,C23H19N11O2,2.6,481.2,3.9,1.0,3.0,2.0,1.0,1.0,5.0,6.0,7.0,6.0,36.0,133.2,178.3,0.0,36.0,5.0,True,True,,-9.9,-8.5,0.963,True,5.0,5.0,z_tmp/DSX_Strctures/1349849.png
1351486,O=C(Nc1ccc(-c2cccc(-n3cnnn3)c2)cc1)Nc1cncc(-c2cccc(-c3cccc(-c4nn[nH]n4)c3)c2)c1,10.0,,C32H23N11O,2.8,577.2,5.9,2.0,3.0,3.0,1.0,2.0,4.0,3.0,9.0,7.0,44.0,165.5,152.1,0.0,44.0,7.0,True,True,,-9.9,-9.2,0.975,True,6.0,4.0,z_tmp/DSX_Strctures/1351486.png
1351269,O=C(Nc1ccc(-c2cccc(-n3cnnn3)c2)cc1)Nc1cccc(-c2cccc(NC(=O)c3cccc(-c4nn[nH]n4)c3)c2)c1,10.0,,C34H25N11O2,2.7,619.2,6.1,2.0,3.0,3.0,1.0,2.0,5.0,4.0,9.0,8.0,47.0,176.7,168.3,0.0,47.0,7.0,True,True,,-9.9,-9.3,0.963,True,4.0,5.0,z_tmp/DSX_Strctures/1351269.png
1348741,Cc1ccc(C(=O)NC(=O)NCc2cccc(-c3nn[nH]n3)c2)cc1Nc1cnc2c(c1)CC(=O)N2,8.0,Amine,C24H21N9O3,2.8,483.2,2.4,0.0,2.0,2.0,1.0,0.0,4.0,5.0,8.0,6.0,36.0,130.3,166.7,0.0,36.0,5.0,True,True,,-9.9,-8.5,0.987,True,4.0,3.0,z_tmp/DSX_Strctures/1348741.png
1350221,O=C(NCc1cccc(-c2cccc(NC(=O)Nc3nn[nH]n3)c2)c1)Nc1cccc(-c2nn[nH]n2)c1,9.0,,C23H20N12O2,2.6,496.2,3.0,1.0,3.0,2.0,1.0,1.0,5.0,6.0,8.0,7.0,37.0,134.2,191.2,0.0,37.0,5.0,True,True,,-9.8,-9.3,0.975,True,5.0,4.0,z_tmp/DSX_Strctures/1350221.png
1344522,O=C(Nc1cccc(-c2cccc(NC(=O)c3ncoc3-c3cccc(F)c3)c2)c1)c1cccc(-n2cnnn2)c1,6.0,Halogen,C30H20FN7O3,2.6,545.2,5.6,2.0,3.0,3.0,0.0,2.0,4.0,2.0,8.0,7.0,41.0,148.8,127.8,0.0,41.0,6.0,True,True,,-9.8,-9.3,0.987,True,3.0,3.0,z_tmp/DSX_Strctures/1344522.png
1349919,O=C(Nc1cccc(-c2cccc(CNC(=O)Nc3nn[nH]n3)c2)c1)Nc1cccc(-c2nnn[nH]2)c1,9.0,,C23H20N12O2,2.7,496.2,3.0,1.0,3.0,2.0,1.0,1.0,5.0,6.0,8.0,7.0,37.0,134.2,191.2,0.0,37.0,5.0,True,True,,-9.8,-9.1,0.975,True,5.0,4.0,z_tmp/DSX_Strctures/1349919.png
1347218,Cc1ccc(C(=O)NC(=O)NCc2ccc(C(=O)Nc3nn[nH]n3)cc2)cc1Nc1cccc(-c2nn[nH]n2)c1,7.0,Amine,C25H22N12O3,2.7,538.2,2.3,2.0,3.0,2.0,1.0,2.0,4.0,6.0,10.0,8.0,40.0,142.4,208.2,0.0,40.0,5.0,True,True,,-9.8,-9.0,0.956,True,5.0,6.0,z_tmp/DSX_Strctures/1347218.png
1351632,O=C(Nc1cccc(-c2cccc(-c3nn[nH]n3)c2)c1)c1cccc(-c2cccc(-c3cccc(-c4cccc(-c5nn[nH]n5)c4)c3)c2)c1,10.0,,C39H27N9O,2.6,637.2,8.0,2.0,3.0,3.0,0.0,2.0,4.0,3.0,7.0,8.0,49.0,188.9,138.0,0.0,49.0,8.0,True,True,,-9.8,-9.1,0.975,True,6.0,4.0,z_tmp/DSX_Strctures/1351632.png
1349386,O=C(Nc1cccc(-c2cccc(-n3cnnn3)c2)c1)c1cccc(-c2cccc(-n3cnnn3)c2)c1,9.0,,C27H19N9O,2.5,485.2,4.2,0.0,2.0,2.0,0.0,0.0,4.0,1.0,9.0,6.0,37.0,137.1,116.3,0.0,37.0,6.0,True,True,,-9.8,-8.9,0.975,True,4.0,4.0,z_tmp/DSX_Strctures/1349386.png
1346546,O=C(Nc1cccc(-c2cccc(C(=O)Nc3cn[nH]n3)c2)c1)c1cccc(-c2nn[nH]n2)c1,7.0,,C23H17N9O2,2.5,451.2,3.2,0.0,2.0,0.0,1.0,0.0,5.0,4.0,7.0,6.0,34.0,123.8,154.2,0.0,34.0,5.0,True,True,,-9.8,-8.8,0.963,True,3.0,5.0,z_tmp/DSX_Strctures/1346546.png
1347414,O=C(Nc1nn[nH]n1)c1cccc(-c2cccc(CNC(=O)C3CCN(C(=O)c4cccc(-c5nn[nH]n5)c4)CC3)c2)c1,7.0,,C29H27N11O3,2.7,577.2,2.5,1.0,2.0,2.0,1.0,1.0,4.0,4.0,9.0,8.0,43.0,154.1,187.4,0.0,43.0,6.0,True,True,,-9.8,-9.2,0.975,True,5.0,4.0,z_tmp/DSX_Strctures/1347414.png
1351493,O=C(Nc1cccc(-c2cccc(OC(=O)Nc3nn[nH]n3)c2)c1)Nc1cccc(-c2nn[nH]n2)c1,10.0,,C22H17N11O3,2.6,483.2,3.3,0.0,2.0,1.0,1.0,0.0,5.0,5.0,9.0,6.0,36.0,128.0,188.4,0.0,36.0,5.0,True,True,,-9.8,-8.7,0.975,True,4.0,4.0,z_tmp/DSX_Strctures/1351493.png
1347615,O=C(NCc1cccc(-c2nn[nH]n2)c1)Nc1cccc(-c2cccc(C(=O)Nc3nn[nH]n3)c2)c1,8.0,,C23H19N11O2,2.5,481.2,2.6,0.0,2.0,1.0,1.0,0.0,4.0,5.0,8.0,7.0,36.0,129.5,179.1,0.0,36.0,5.0,True,True,,-9.8,-9.1,0.975,True,3.0,4.0,z_tmp/DSX_Strctures/1347615.png
1346371,Cc1ccc(C(=O)NC(=O)NCc2ccc(-c3cccc(-c4nn[nH]n4)c3)cc2)cc1Nc1cccc(-c2nn[nH]n2)c1,7.0,Amine,C30H25N11O2,2.7,571.2,4.4,1.0,2.0,2.0,1.0,1.0,5.0,5.0,9.0,8.0,43.0,158.8,179.2,0.0,43.0,6.0,True,True,,-9.8,-8.9,0.963,True,4.0,5.0,z_tmp/DSX_Strctures/1346371.png
1344670,O=C(Nc1cccc(-c2cccc(NC(=O)c3ncoc3-c3cccc(F)c3)c2)c1)c1cccc(-c2nn[nH]n2)c1,6.0,Halogen,C30H20FN7O3,2.6,545.2,5.8,2.0,3.0,3.0,0.0,2.0,4.0,3.0,7.0,7.0,41.0,149.3,138.7,0.0,41.0,6.0,True,True,,-9.8,-9.3,0.975,True,3.0,4.0,z_tmp/DSX_Strctures/1344670.png
1344678,O=C(NCc1cccc(-c2cccc(-c3nn[nH]n3)c2)c1)c1cccc(NC(=O)c2cccc(-c3nn[nH]n3)c2)c1,6.0,,C29H22N10O2,2.6,542.2,3.9,1.0,2.0,2.0,1.0,1.0,5.0,4.0,8.0,8.0,41.0,150.2,167.1,0.0,41.0,6.0,True,True,,-9.8,-9.5,0.975,True,5.0,4.0,z_tmp/DSX_Strctures/1344678.png
1349403,O=C(Nc1cccc(-c2nn[nH]n2)c1)c1ccnc(NC(=O)c2cccc(-c3cccc(-n4cnnn4)c3)c2)c1,9.0,,C27H19N11O2,2.6,529.2,3.4,1.0,2.0,2.0,1.0,1.0,4.0,3.0,10.0,7.0,40.0,144.3,169.1,0.0,40.0,6.0,True,True,,-9.8,-9.0,0.975,True,4.0,4.0,z_tmp/DSX_Strctures/1349403.png
1346430,Cc1cc(C(=O)NC(=O)Nc2cccc(-c3nn[nH]n3)c2)cc(-c2cccc(-c3nn[nH]n3)c2)c1,7.0,,C23H18N10O2,2.6,466.2,3.0,0.0,2.0,0.0,1.0,0.0,4.0,4.0,8.0,5.0,35.0,125.9,167.1,0.0,35.0,5.0,True,True,,-9.8,-8.5,0.975,True,4.0,4.0,z_tmp/DSX_Strctures/1346430.png
1351336,O=C(Nc1cncc(-c2cccc(NC(=O)c3cccc(-c4nn[nH]n4)c3)c2)c1)Nc1cccc(-n2cnnn2)c1,10.0,,C27H20N12O2,2.7,544.2,3.8,1.0,2.0,2.0,1.0,1.0,5.0,4.0,10.0,7.0,41.0,149.0,181.2,0.0,41.0,6.0,True,True,,-9.8,-8.7,0.963,True,5.0,5.0,z_tmp/DSX_Strctures/1351336.png
1352013,O=C(Nc1cccc(-c2cccc(NC(=O)c3ccccc3)c2)c1)Nc1cccc(-c2cccc(-n3cnnn3)c2)c1,10.0,,C33H25N7O2,2.4,551.2,6.9,2.0,3.0,3.0,0.0,2.0,4.0,3.0,6.0,7.0,42.0,163.5,113.8,0.0,42.0,6.0,True,True,,-9.8,-9.0,0.963,True,5.0,5.0,z_tmp/DSX_Strctures/1352013.png
1352015,O=C(Nc1cccc(-c2cccc(-c3cccc(F)c3)c2)c1)c1cccc(-c2cccc(-c3nn[nH]n3)c2)c1,10.0,Halogen,C32H22FN5O,2.3,511.2,7.3,2.0,3.0,3.0,0.0,2.0,4.0,2.0,4.0,6.0,39.0,150.3,83.6,0.0,39.0,6.0,True,True,,-9.8,-9.1,0.963,True,4.0,5.0,z_tmp/DSX_Strctures/1352015.png
1349481,O=C(NCc1ccc(-c2cccc(NC(=O)Nc3nn[nH]n3)c2)cc1)Nc1cccc(-c2nn[nH]n2)c1,9.0,,C23H20N12O2,2.6,496.2,3.0,1.0,3.0,2.0,1.0,1.0,5.0,6.0,8.0,7.0,37.0,134.2,191.2,0.0,37.0,5.0,True,True,,-9.8,-8.4,0.975,True,5.0,4.0,z_tmp/DSX_Strctures/1349481.png
1349511,O=C(Nc1cccc(-c2cccc(CNC(=O)Nc3nn[nH]n3)c2)c1)Nc1cccc(-c2nn[nH]n2)c1,9.0,,C23H20N12O2,2.6,496.2,3.0,1.0,3.0,2.0,1.0,1.0,5.0,6.0,8.0,7.0,37.0,134.2,191.2,0.0,37.0,5.0,True,True,,-9.8,-9.0,0.975,True,6.0,4.0,z_tmp/DSX_Strctures/1349511.png
1352076,O=C(Nc1cccc(-c2cccc(-c3nn[nH]n3)c2)c1)Nc1cc(Cc2cccc(-c3nn[nH]n3)c2)ccn1,10.0,,C27H21N11O,2.7,515.2,4.3,1.0,2.0,2.0,1.0,1.0,5.0,4.0,8.0,7.0,39.0,144.3,162.9,0.0,39.0,6.0,True,True,,-9.8,-9.0,0.975,True,3.0,4.0,z_tmp/DSX_Strctures/1352076.png
1349503,O=C(Cc1ccc(-c2cccc(-c3nn[nH]n3)c2)cc1)Nc1cccc(-c2cccc(-c3cccc(-c4nn[nH]n4)n3)c2)c1,9.0,,C33H24N10O,2.7,576.2,5.6,2.0,3.0,3.0,1.0,2.0,4.0,3.0,8.0,8.0,44.0,165.7,150.9,0.0,44.0,7.0,True,True,,-9.8,-9.4,0.987,True,5.0,3.0,z_tmp/DSX_Strctures/1349503.png
1345172,O=C(Cc1ccc(-c2cccc(-c3nn[nH]n3)c2)cc1)Nc1cccc(-c2ccc(C(=O)Nc3nn[nH]n3)cn2)c1,6.0,,C28H21N11O2,2.7,543.2,3.5,1.0,2.0,2.0,1.0,1.0,5.0,4.0,9.0,8.0,41.0,149.2,180.0,0.0,41.0,6.0,True,True,,-9.8,-8.9,0.956,True,4.0,6.0,z_tmp/DSX_Strctures/1345172.png
1347565,O=C(CNC(=O)c1cccc(-c2cccc(NC(=O)c3cccc(-c4nn[nH]n4)c3)c2)c1)Nc1nn[nH]n1,8.0,,C24H19N11O3,2.6,509.2,1.7,1.0,2.0,2.0,1.0,1.0,4.0,5.0,9.0,8.0,38.0,134.6,196.2,0.0,38.0,5.0,True,True,,-9.8,-9.5,0.956,True,4.0,6.0,z_tmp/DSX_Strctures/1347565.png
1344699,O=C(NCc1cccc(-c2cccc(NC(=O)c3cccc(-c4nn[nH]n4)c3)c2)c1)c1cccc(-n2cnnn2)c1,6.0,,C29H22N10O2,2.6,542.2,3.7,1.0,2.0,2.0,1.0,1.0,4.0,3.0,9.0,8.0,41.0,149.8,156.3,0.0,41.0,6.0,True,True,,-9.8,-9.4,0.975,True,3.0,4.0,z_tmp/DSX_Strctures/1344699.png
1344346,Cc1ccc(-c2cccc(Cn3cc(C(=O)Nc4nn[nH]n4)nn3)c2)cc1Nc1cccc(-c2nn[nH]n2)c1,6.0,Amine,C25H21N13O,2.9,519.2,3.0,2.0,3.0,2.0,1.0,2.0,4.0,4.0,11.0,8.0,39.0,140.8,180.8,0.0,39.0,6.0,True,True,,-9.8,-9.2,0.963,True,5.0,5.0,z_tmp/DSX_Strctures/1344346.png
1349446,O=C(Nc1cccc(-c2cccc(C(=O)Nc3cn[nH]n3)c2)c1)Nc1cccc(-c2cccc(-n3cnnn3)c2)c1,9.0,,C29H22N10O2,2.7,542.2,5.0,2.0,3.0,2.0,1.0,2.0,5.0,4.0,8.0,7.0,41.0,153.4,155.4,0.0,41.0,6.0,True,True,,-9.8,-9.3,0.956,True,4.0,6.0,z_tmp/DSX_Strctures/1349446.png
1347462,Cc1ccc(-c2cccc(-c3cc(C(=O)Nc4nn[nH]n4)n(C)c3)c2)cc1Nc1ccc(C(F)(F)F)nn1,7.0,Amine,C25H20F3N9O,2.9,519.2,5.0,1.0,2.0,2.0,0.0,1.0,4.0,3.0,8.0,6.0,38.0,133.5,126.3,0.0,38.0,5.0,True,True,,-9.8,-8.7,0.975,True,5.0,4.0,z_tmp/DSX_Strctures/1347462.png
1345003,O=C(Nc1cccc(-c2cccc(C(=O)Nc3nn[nH]n3)c2)c1)c1cccc(-c2nnn[nH]2)c1,6.0,,C22H16N10O2,2.6,452.1,2.6,0.0,2.0,0.0,1.0,0.0,4.0,4.0,8.0,6.0,34.0,121.6,167.1,0.0,34.0,5.0,True,True,,-9.8,-9.1,0.987,True,3.0,3.0,z_tmp/DSX_Strctures/1345003.png
1351976,O=C(Nc1cccc(C(=O)N2CCN(c3cccc(-c4nn[nH]n4)c3)CC2)c1)c1cccc(-c2nn[nH]n2)c1,10.0,Amine,C26H23N11O2,2.6,521.2,2.3,1.0,2.0,2.0,1.0,1.0,3.0,3.0,9.0,6.0,39.0,141.7,161.6,0.0,39.0,6.0,True,True,,-9.8,-9.4,0.963,True,4.0,5.0,z_tmp/DSX_Strctures/1351976.png
1351973,O=C(Nc1ccc(-c2cccc(-c3nn[nH]n3)c2)cc1)Nc1cncc(-c2cccc(CNC(=O)Nc3nn[nH]n3)c2)c1,10.0,,C28H23N13O2,2.8,573.2,4.1,2.0,3.0,2.0,1.0,2.0,5.0,6.0,9.0,8.0,43.0,157.4,204.1,0.0,43.0,6.0,True,True,,-9.8,-9.2,0.956,True,7.0,6.0,z_tmp/DSX_Strctures/1351973.png
1351411,O=C(Nc1cc(-c2cccc(-c3cccc(-c4nn[nH]n4)c3)c2)ccn1)c1cccc(-c2cccc(F)c2)c1,10.0,Halogen,C31H21FN6O,2.5,512.2,6.7,2.0,3.0,3.0,0.0,2.0,4.0,2.0,5.0,6.0,39.0,148.1,96.5,0.0,39.0,6.0,True,True,,-9.8,-9.2,0.963,True,4.0,5.0,z_tmp/DSX_Strctures/1351411.png
1351449,O=C(Nc1cccc(-c2cccc(-c3nn[nH]n3)n2)c1)c1ccnc(NC(=O)c2cccc(-c3nn[nH]n3)c2)c1,10.0,,C26H18N12O2,2.7,530.2,3.0,1.0,2.0,2.0,1.0,1.0,5.0,4.0,10.0,7.0,40.0,142.6,192.9,0.0,40.0,6.0,True,True,,-9.8,-9.1,0.963,True,4.0,5.0,z_tmp/DSX_Strctures/1351449.png
1349693,O=C(Nc1cccc(-c2cccc(NC(=O)c3cccc(-n4cnnn4)c3)c2)c1)Nc1nn[nH]n1,9.0,,C22H17N11O2,2.5,467.2,2.7,0.0,2.0,0.0,1.0,0.0,4.0,4.0,9.0,6.0,35.0,125.8,168.3,0.0,35.0,5.0,True,True,,-9.8,-9.2,0.975,True,4.0,4.0,z_tmp/DSX_Strctures/1349693.png
1349750,O=C(NCc1cccc(-c2cccc(NC(=O)c3cccc(-c4nnn[nH]4)c3)c2)c1)Nc1nn[nH]n1,9.0,,C23H19N11O2,2.7,481.2,2.6,0.0,2.0,1.0,1.0,0.0,4.0,5.0,8.0,7.0,36.0,129.5,179.1,0.0,36.0,5.0,True,True,,-9.8,-9.2,0.987,True,4.0,3.0,z_tmp/DSX_Strctures/1349750.png
1351944,O=C(Nc1cccc(-c2cccc(-c3cccc(-c4nn[nH]n4)c3)c2)c1)c1cccc(-c2cccc(F)c2)c1,10.0,Halogen,C32H22FN5O,2.3,511.2,7.3,2.0,3.0,3.0,0.0,2.0,4.0,2.0,4.0,6.0,39.0,150.3,83.6,0.0,39.0,6.0,True,True,,-9.8,-9.0,0.975,True,4.0,4.0,z_tmp/DSX_Strctures/1351944.png
1351931,O=C(Nc1cccc(-c2cccc(NC(=O)c3cccc(-c4nn[nH]n4)c3)c2)c1)Nc1ccc(-c2cccc(-c3nn[nH]n3)c2)cn1,10.0,,C33H24N12O2,2.8,620.2,5.7,2.0,3.0,3.0,1.0,2.0,5.0,5.0,9.0,8.0,47.0,174.9,192.0,0.0,47.0,7.0,True,True,,-9.8,-8.9,0.963,True,4.0,5.0,z_tmp/DSX_Strctures/1351931.png
1351746,O=C(Nc1cccc(-c2ccc(CC(=O)c3cccc(-c4nn[nH]n4)c3)cc2)c1)Nc1nn[nH]n1,10.0,,C23H18N10O2,2.6,466.2,3.1,0.0,2.0,0.0,1.0,0.0,5.0,4.0,8.0,7.0,35.0,126.3,167.1,0.0,35.0,5.0,True,True,,-9.8,-9.0,0.956,True,6.0,6.0,z_tmp/DSX_Strctures/1351746.png
1347745,O=C(Nc1cccc(-c2cccc(C(=O)Nc3nn[nH]n3)c2)c1)Nc1cccc(-c2nn[nH]n2)c1,8.0,,C22H17N11O2,2.5,467.2,2.9,0.0,2.0,0.0,1.0,0.0,4.0,5.0,8.0,6.0,35.0,126.3,179.2,0.0,35.0,5.0,True,True,,-9.8,-8.6,0.975,True,3.0,4.0,z_tmp/DSX_Strctures/1347745.png
1347805,O=C(CNC(=O)c1cccc(-c2cccc(C(=O)Nc3cn[nH]n3)c2)c1)c1cccc(-c2nn[nH]n2)c1,8.0,,C25H19N9O3,2.7,493.2,2.5,0.0,2.0,2.0,1.0,0.0,4.0,4.0,8.0,8.0,37.0,132.5,171.3,0.0,37.0,5.0,True,True,,-9.8,-9.0,0.956,True,4.0,6.0,z_tmp/DSX_Strctures/1347805.png
1351201,O=C(Nc1cc(-c2cccc(-c3cccc(-c4nn[nH]n4)c3)c2)ccn1)c1cccc(-c2cn[nH]n2)c1,10.0,,C27H19N9O,2.7,485.2,4.6,0.0,2.0,2.0,0.0,0.0,4.0,3.0,7.0,6.0,37.0,138.1,138.0,0.0,37.0,6.0,True,True,,-9.8,-9.0,0.963,True,5.0,5.0,z_tmp/DSX_Strctures/1351201.png
1351194,O=C(Nc1ccc(-c2cccc(-c3nn[nH]n3)c2)cc1)Nc1cccc(-c2cccc(NC(=O)Nc3nn[nH]n3)c2)c1,10.0,,C28H22N12O2,2.7,558.2,5.0,3.0,4.0,2.0,1.0,3.0,5.0,6.0,8.0,7.0,42.0,156.4,191.2,0.0,42.0,6.0,True,True,,-9.8,-8.9,0.963,True,5.0,5.0,z_tmp/DSX_Strctures/1351194.png
1350093,O=C(Nc1cncc(-c2cccc(-c3nn[nH]n3)c2)c1)c1cccc(-c2cccc(C(=O)c3cn[nH]n3)c2)c1,9.0,,C28H19N9O2,2.8,513.2,4.2,1.0,2.0,2.0,1.0,1.0,4.0,3.0,8.0,7.0,39.0,142.5,155.1,0.0,39.0,6.0,True,True,,-9.8,-9.0,0.963,True,4.0,5.0,z_tmp/DSX_Strctures/1350093.png
1351173,O=C(Nc1cccc(-c2cccc(CNC(=O)c3cccc(-c4nn[nH]n4)c3)c2)c1)Nc1ccc(-c2nn[nH]n2)cn1,10.0,,C28H22N12O2,2.7,558.2,3.7,1.0,2.0,2.0,1.0,1.0,5.0,5.0,9.0,8.0,42.0,152.7,192.0,0.0,42.0,6.0,True,True,,-9.8,-9.2,0.987,True,4.0,3.0,z_tmp/DSX_Strctures/1351173.png
1351177,O=C(Nc1cccc(-c2cccc(-c3cccc(-c4nn[nH]n4)c3)c2)c1)Nc1cccc(-n2cnnn2)c1,10.0,,C27H20N10O,2.5,500.2,4.8,1.0,2.0,2.0,0.0,1.0,4.0,3.0,8.0,6.0,38.0,142.3,139.2,0.0,38.0,6.0,True,True,,-9.8,-9.0,0.963,True,5.0,5.0,z_tmp/DSX_Strctures/1351177.png
1350276,O=C(Nc1cccc(-c2cccc(-c3nn[nH]n3)n2)c1)c1cccc(-c2cccc(-n3cnnn3)c2)c1,9.0,,C26H18N10O,2.6,486.2,3.8,0.0,2.0,2.0,1.0,0.0,4.0,2.0,9.0,6.0,37.0,135.4,140.1,0.0,37.0,6.0,True,True,,-9.8,-9.2,0.987,True,4.0,3.0,z_tmp/DSX_Strctures/1350276.png
1344845,O=C(Cc1cccc(-c2cccc(NC(=O)Nc3nn[nH]n3)c2)c1)Nc1cccc(-c2nn[nH]n2)c1,6.0,,C23H19N11O2,2.6,481.2,2.9,0.0,2.0,2.0,1.0,0.0,4.0,5.0,8.0,7.0,36.0,130.6,179.2,0.0,36.0,5.0,True,True,,-9.8,-9.3,0.975,True,5.0,4.0,z_tmp/DSX_Strctures/1344845.png
1351678,O=C(Nc1cccc(-c2cccc(-c3nn[nH]n3)c2)c1)Nc1cncc(-c2cccc(C(=O)Nc3cn[nH]n3)c2)c1,10.0,,C28H21N11O2,2.8,543.2,4.6,1.0,2.0,2.0,1.0,1.0,5.0,5.0,8.0,7.0,41.0,151.7,179.2,0.0,41.0,6.0,True,True,,-9.8,-9.4,0.975,True,5.0,4.0,z_tmp/DSX_Strctures/1351678.png
1347213,Cc1cc(C(=O)NC(=O)NCc2cccc(-c3nn[nH]n3)c2)cc(-c2cccc(C(=O)Nc3nn[nH]n3)c2)c1,7.0,,C25H21N11O3,2.7,523.2,2.2,1.0,2.0,2.0,1.0,1.0,4.0,5.0,9.0,7.0,39.0,138.1,196.2,0.0,39.0,5.0,True,True,,-9.8,-9.4,0.975,True,4.0,4.0,z_tmp/DSX_Strctures/1347213.png
1347831,O=C(CNC(=O)c1cccc(-c2cccc(C(=O)Nc3cccc(-c4nn[nH]n4)c3)c2)c1)c1cccc(-c2nn[nH]n2)c1,8.0,,C30H22N10O3,2.7,570.2,3.6,1.0,2.0,2.0,1.0,2.0,5.0,4.0,9.0,9.0,43.0,155.7,184.2,0.0,43.0,6.0,True,True,,-9.8,-9.0,0.963,True,4.0,5.0,z_tmp/DSX_Strctures/1347831.png
1351679,O=C(Cc1ccc(-c2cccc(-c3cccc(-c4nn[nH]n4)c3)c2)cc1)Nc1cccc(-c2nn[nH]n2)c1,10.0,,C28H21N9O,2.5,499.2,4.6,0.0,2.0,2.0,0.0,0.0,4.0,3.0,7.0,7.0,38.0,142.4,138.0,0.0,38.0,6.0,True,True,,-9.8,-8.9,0.975,True,4.0,4.0,z_tmp/DSX_Strctures/1351679.png
