ID,SMILES,Gen,FuncGroup,Formula,SAScore,MolWt,LogP,LipinskiViolations,QEDViolations,GhoseViolations,VeberViolations,REOSViolations,RuleOf3Violations,HDonors,HAcceptors,RotBonds,NumAtoms,MolarRefractivity,TPSA,FormalCharge,NumHeavyAtoms,NumRings,PAINSFilter,BRENKFilter,BRENKMatches,MinBindingEnergy,AvgBindingEnergy,SynthSuccessProb,RetroSolved,RetroPrecursors,RetroSteps,image_path
1351882,O=C(Nc1cc(-c2cccc(-c3cccc(-c4nn[nH]n4)c3)c2)ccn1)c1cccc(-c2cccc(-c3cccc(-c4nnn[nH]4)c3)c2)c1,10.0,,C38H26N10O,3.0,638.2,7.4,2.0,3.0,3.0,1.0,2.0,4.0,3.0,8.0,8.0,49.0,186.7,150.9,0.0,49.0,8.0,True,True,,-11.2,-10.5,0.956,True,7.0,6.0,z_tmp/DSX_Strctures/1351882.png
1351685,O=C(Nc1cccc(-c2ccnc(NC(=O)c3cccc(-c4cccc(-c5nn[nH]n5)c4)c3)c2)c1)Nc1nn[nH]n1,10.0,,C27H20N12O2,2.7,544.2,4.0,1.0,2.0,2.0,1.0,1.0,5.0,5.0,9.0,7.0,41.0,149.5,192.0,0.0,41.0,6.0,True,True,,-11.2,-10.2,0.952,True,6.0,7.0,z_tmp/DSX_Strctures/1351685.png
1351677,O=C(Nc1cc(-c2cccc(-c3nn[nH]n3)c2)cnn1)c1cccc(-c2cccc(-c3cccc(-c4nn[nH]n4)c3)c2)c1,10.0,,C31H21N11O,2.9,563.2,5.1,2.0,3.0,2.0,1.0,2.0,4.0,3.0,9.0,7.0,43.0,159.1,163.8,0.0,43.0,7.0,True,True,,-11.1,-10.3,0.963,True,6.0,5.0,z_tmp/DSX_Strctures/1351677.png
1351367,O=C(Nc1nncc(-c2cccc(-c3cccc(-c4nn[nH]n4)c3)c2)n1)c1cccc(-c2cccc(-c3nn[nH]n3)c2)c1,10.0,,C30H20N12O,2.9,564.2,4.5,1.0,2.0,2.0,1.0,1.0,4.0,3.0,10.0,7.0,43.0,156.9,176.7,0.0,43.0,7.0,True,True,,-11.0,-10.2,0.963,True,4.0,5.0,z_tmp/DSX_Strctures/1351367.png
1351302,O=C(Nc1cc(-c2cccc(-c3nn[nH]n3)c2)ccn1)c1cccc(-c2cccc(-c3cccc(-c4nn[nH]n4)c3)c2)c1,10.0,,C32H22N10O,2.7,562.2,5.7,2.0,3.0,3.0,1.0,2.0,4.0,3.0,8.0,7.0,43.0,161.3,150.9,0.0,43.0,7.0,True,True,,-11.0,-10.1,0.963,True,4.0,5.0,z_tmp/DSX_Strctures/1351302.png
1351780,O=C(Nc1cccc(-c2cccc(NC(=O)c3cccc(-c4nn[nH]n4)c3)c2)c1)Nc1ccc(Oc2cccc(-c3nn[nH]n3)c2)cn1,10.0,,C33H24N12O3,2.9,636.2,5.8,2.0,3.0,3.0,1.0,3.0,5.0,5.0,10.0,9.0,48.0,176.0,201.3,0.0,48.0,7.0,True,True,,-11.0,-10.5,0.956,True,5.0,6.0,z_tmp/DSX_Strctures/1351780.png
1351238,O=C(Nc1cccc(-c2cccc(NC(=O)c3cccc(-c4nn[nH]n4)c3)c2)c1)Nc1ccc(-c2nn[nH]n2)nn1,10.0,,C26H19N13O2,2.8,545.2,3.4,1.0,2.0,2.0,1.0,1.0,5.0,5.0,10.0,7.0,41.0,147.3,204.9,0.0,41.0,6.0,True,True,,-10.9,-9.7,0.963,True,4.0,5.0,z_tmp/DSX_Strctures/1351238.png
1351358,O=C(Nc1cccc(-c2cccc(S(=O)(=O)c3cccc(-c4nn[nH]n4)c3)c2)c1)Nc1ccc(-c2nn[nH]n2)cn1,10.0,,C26H19N11O3S,2.8,565.1,3.6,1.0,2.0,2.0,1.0,1.0,5.0,4.0,10.0,7.0,41.0,147.0,197.1,0.0,41.0,6.0,True,True,,-10.9,-10.0,0.975,True,4.0,4.0,z_tmp/DSX_Strctures/1351358.png
1351157,O=C(Nc1cccc(-c2cccc(NC(=O)c3cccc(-c4nn[nH]n4)c3)c2)c1)Nc1ccc(-c2nn[nH]n2)cn1,10.0,,C27H20N12O2,2.7,544.2,4.0,1.0,2.0,2.0,1.0,1.0,5.0,5.0,9.0,7.0,41.0,149.5,192.0,0.0,41.0,6.0,True,True,,-10.9,-9.7,0.963,True,4.0,5.0,z_tmp/DSX_Strctures/1351157.png
1351562,O=C(Nc1nn[nH]n1)c1cccc(-c2cccc(C(=O)Nc3nncc(-c4cccc(-c5nn[nH]n5)c4)n3)c2)c1,10.0,,C25H17N13O2,2.8,531.2,2.4,2.0,3.0,2.0,1.0,2.0,4.0,4.0,11.0,7.0,40.0,140.4,205.8,0.0,40.0,6.0,True,True,,-10.9,-9.8,0.963,True,5.0,5.0,z_tmp/DSX_Strctures/1351562.png
1351312,O=C(Nc1cccc(-c2cccc(NC(=O)c3cccc(-c4nn[nH]n4)n3)c2)c1)Nc1ccc(-c2nn[nH]n2)cn1,10.0,,C26H19N13O2,2.8,545.2,3.4,1.0,2.0,2.0,1.0,1.0,5.0,5.0,10.0,7.0,41.0,147.3,204.9,0.0,41.0,6.0,True,True,,-10.8,-9.7,0.975,True,4.0,4.0,z_tmp/DSX_Strctures/1351312.png
1351268,O=C(Nc1cccc(-c2cccc(NC(=O)c3cccc(-c4nn[nH]n4)c3)c2)c1)Nc1cccc(-c2cccc(-c3nn[nH]n3)c2)c1,10.0,,C34H25N11O2,2.6,619.2,6.3,2.0,3.0,3.0,1.0,2.0,5.0,5.0,8.0,8.0,47.0,177.1,179.2,0.0,47.0,7.0,True,True,,-10.8,-10.1,0.956,True,5.0,6.0,z_tmp/DSX_Strctures/1351268.png
1351456,O=C(Nc1cccc(-c2cccc(NC(=O)c3cccc(-c4nn[nH]n4)c3)c2)c1)Nc1cnc(-c2nn[nH]n2)cn1,10.0,,C26H19N13O2,2.8,545.2,3.4,1.0,2.0,2.0,1.0,1.0,5.0,5.0,10.0,7.0,41.0,147.3,204.9,0.0,41.0,6.0,True,True,,-10.8,-9.8,0.956,True,4.0,6.0,z_tmp/DSX_Strctures/1351456.png
1352025,O=C(Nc1cc(-c2cccc(-c3nn[nH]n3)c2)cc(-c2cccc(-c3nn[nH]n3)c2)c1)c1cccc(-c2cccc(-c3nn[nH]n3)c2)c1,10.0,,C34H23N13O,2.8,629.2,5.5,2.0,3.0,2.0,1.0,2.0,5.0,4.0,10.0,8.0,48.0,176.7,192.5,0.0,48.0,8.0,True,True,,-10.8,-10.0,0.975,True,5.0,4.0,z_tmp/DSX_Strctures/1352025.png
1351199,O=C(Nc1cccc(-c2ccnc(NC(=O)c3cccc(-c4nn[nH]n4)c3)c2)c1)c1cccc(-c2nn[nH]n2)c1,10.0,,C27H19N11O2,2.6,529.2,3.6,1.0,2.0,2.0,1.0,1.0,5.0,4.0,9.0,7.0,40.0,144.8,180.0,0.0,40.0,6.0,True,True,,-10.7,-9.6,0.963,True,4.0,5.0,z_tmp/DSX_Strctures/1351199.png
1351795,O=C(Nc1cccc(-c2cccc(NC(=O)c3cccc(-c4nn[nH]n4)n3)c2)c1)Nc1ccc(-c2nn[nH]n2)nn1,10.0,,C25H18N14O2,2.9,546.2,2.8,2.0,3.0,2.0,1.0,2.0,4.0,5.0,11.0,7.0,41.0,145.1,217.8,0.0,41.0,6.0,True,True,,-10.7,-9.7,0.956,True,4.0,6.0,z_tmp/DSX_Strctures/1351795.png
1349836,O=C(Nc1cccc(-c2cccc(C(=O)Nc3nn[nH]n3)c2)c1)Nc1ccc(-c2nn[nH]n2)nn1,9.0,,C20H15N13O2,2.7,469.1,1.7,0.0,2.0,0.0,1.0,0.0,4.0,5.0,10.0,6.0,35.0,121.9,204.9,0.0,35.0,5.0,True,True,,-10.7,-9.5,0.963,True,4.0,5.0,z_tmp/DSX_Strctures/1349836.png
1349856,O=C(Nc1cccc(-c2cccc(-c3cccc(-c4nn[nH]n4)c3)c2)c1)c1cccc(-c2cccc(-c3nn[nH]n3)c2)c1,9.0,,C33H23N9O,2.6,561.2,6.3,2.0,3.0,3.0,0.0,2.0,4.0,3.0,7.0,7.0,43.0,163.5,138.0,0.0,43.0,7.0,True,True,,-10.7,-10.0,0.975,True,5.0,4.0,z_tmp/DSX_Strctures/1349856.png
1351629,O=C(Nc1nccc(-c2cccc(-c3cccc(-c4nn[nH]n4)c3)c2)n1)c1cccc(-c2cccc(-n3cnnn3)c2)c1,10.0,,C31H21N11O,2.8,563.2,4.9,1.0,2.0,2.0,1.0,1.0,4.0,2.0,10.0,7.0,43.0,158.6,152.9,0.0,43.0,7.0,True,True,,-10.7,-10.1,0.963,True,5.0,5.0,z_tmp/DSX_Strctures/1351629.png
1348512,O=C(Nc1cc(-c2nn[nH]n2)ccn1)c1cccc(-c2cccc(C(=O)c3cccc(-c4nn[nH]n4)c3)c2)c1,8.0,,C27H18N10O2,2.7,514.2,3.6,1.0,2.0,2.0,1.0,1.0,4.0,3.0,9.0,7.0,39.0,140.3,168.0,0.0,39.0,6.0,True,True,,-10.7,-9.7,0.963,True,4.0,5.0,z_tmp/DSX_Strctures/1348512.png
1351636,O=C(Nc1cccc(-c2cccc(-c3nn[nH]n3)c2)c1)c1cccc(-c2cccc(-c3cccc(-c4nnn[nH]4)c3)c2)c1,10.0,,C33H23N9O,2.7,561.2,6.3,2.0,3.0,3.0,0.0,2.0,4.0,3.0,7.0,7.0,43.0,163.5,138.0,0.0,43.0,7.0,True,True,,-10.7,-10.1,0.987,True,5.0,3.0,z_tmp/DSX_Strctures/1351636.png
1349463,O=C(Nc1cccc(-c2cccc(-c3cccc(-c4nn[nH]n4)c3)c2)c1)c1cccc(-c2cccc(-n3cnnn3)c2)c1,9.0,,C33H23N9O,2.6,561.2,6.1,2.0,3.0,3.0,0.0,2.0,4.0,2.0,8.0,7.0,43.0,163.0,127.2,0.0,43.0,7.0,True,True,,-10.6,-9.8,0.963,True,5.0,5.0,z_tmp/DSX_Strctures/1349463.png
1344571,Cc1ccc(C(=O)NCC(=O)N2CCN(C(=O)Nc3nn[nH]n3)CC2)cc1NC(=O)c1cccc(-n2cnnn2)c1,6.0,,C24H25N13O4,2.8,559.2,-0.2,2.0,3.0,3.0,1.0,2.0,4.0,4.0,11.0,7.0,41.0,142.0,208.9,0.0,41.0,5.0,True,True,,-10.6,-10.0,0.963,True,6.0,5.0,z_tmp/DSX_Strctures/1344571.png
1351764,O=C(Nc1cccc(-c2cccc(NC(=O)c3cccc(-n4cnnn4)c3)c2)c1)Nc1ccc(-c2nn[nH]n2)cn1,10.0,,C27H20N12O2,2.7,544.2,3.8,1.0,2.0,2.0,1.0,1.0,5.0,4.0,10.0,7.0,41.0,149.0,181.2,0.0,41.0,6.0,True,True,,-10.6,-9.6,0.975,True,4.0,4.0,z_tmp/DSX_Strctures/1351764.png
1351554,Cc1ccc(C(=O)NC(=O)NCc2cccc(-c3cccc(-c4nn[nH]n4)c3)c2)cc1NC(=O)c1cccc(-c2nn[nH]n2)c1,10.0,,C31H25N11O3,2.7,599.2,3.9,1.0,2.0,2.0,1.0,1.0,5.0,5.0,9.0,8.0,45.0,163.5,196.2,0.0,45.0,6.0,True,True,,-10.6,-9.9,0.956,True,5.0,6.0,z_tmp/DSX_Strctures/1351554.png
1351547,O=C(Nc1cccc(-c2cccc(NC(=O)c3cccc(-c4nn[nH]n4)c3)c2)c1)Nc1ccc(Oc2nn[nH]n2)cn1,10.0,,C27H20N12O3,2.8,560.2,4.1,1.0,2.0,2.0,1.0,1.0,5.0,5.0,10.0,8.0,42.0,150.6,201.3,0.0,42.0,6.0,True,True,,-10.6,-9.6,0.963,True,5.0,5.0,z_tmp/DSX_Strctures/1351547.png
1351421,O=C(c1cccc(-c2cccc(-c3cccc(-c4nn[nH]n4)c3)c2)c1)c1cccc(-c2cccc(-c3nn[nH]n3)c2)c1,10.0,,C33H22N8O,2.5,546.2,6.3,2.0,3.0,3.0,0.0,2.0,4.0,2.0,7.0,7.0,42.0,159.0,126.0,0.0,42.0,7.0,True,True,,-10.6,-10.2,0.975,True,4.0,4.0,z_tmp/DSX_Strctures/1351421.png
1349586,Cc1ccc(C(=O)NC(=O)NCc2cccc(-c3nn[nH]n3)c2)cc1Nc1cc(-c2cccc(-n3cnnn3)c2)cnn1,9.0,Amine,C28H23N13O2,3.0,573.2,3.0,2.0,3.0,2.0,1.0,2.0,4.0,4.0,12.0,8.0,43.0,154.0,194.1,0.0,43.0,6.0,True,True,,-10.6,-9.6,0.952,True,6.0,7.0,z_tmp/DSX_Strctures/1349586.png
1351261,O=C(Nc1cc(-c2cccc(-c3cccc(-c4nn[nH]n4)c3)c2)ccc1F)c1cccc(-c2nn[nH]n2)c1,10.0,Halogen,C27H18FN9O,2.6,503.2,4.8,1.0,2.0,2.0,0.0,1.0,4.0,3.0,7.0,6.0,38.0,138.0,138.0,0.0,38.0,6.0,True,True,,-10.6,-9.4,0.963,True,4.0,5.0,z_tmp/DSX_Strctures/1351261.png
1351370,O=C(Nc1nccc(-c2cccc(-c3cccc(-c4nn[nH]n4)c3)c2)n1)c1cccc(-c2cccc(-c3nn[nH]n3)c2)c1,10.0,,C31H21N11O,2.8,563.2,5.1,2.0,3.0,2.0,1.0,2.0,4.0,3.0,9.0,7.0,43.0,159.1,163.8,0.0,43.0,7.0,True,True,,-10.6,-10.2,0.975,True,5.0,4.0,z_tmp/DSX_Strctures/1351370.png
1351304,O=C(Cc1ccc(-c2cccc(-c3cccc(-c4nn[nH]n4)c3)c2)cc1)Nc1cccc(-c2cccc(-c3nn[nH]n3)c2)c1,10.0,,C34H25N9O,2.6,575.2,6.2,2.0,3.0,3.0,0.0,2.0,4.0,3.0,7.0,8.0,44.0,167.9,138.0,0.0,44.0,7.0,True,True,,-10.6,-10.1,0.963,True,5.0,5.0,z_tmp/DSX_Strctures/1351304.png
1351926,O=C(Nc1cc(-c2cccc(-c3cccc(-c4nn[nH]n4)c3)c2)ccn1)c1cccc(-c2cncc(-c3nn[nH]n3)c2)c1,10.0,,C31H21N11O,2.8,563.2,5.1,2.0,3.0,2.0,1.0,2.0,4.0,3.0,9.0,7.0,43.0,159.1,163.8,0.0,43.0,7.0,True,True,,-10.6,-9.9,0.956,True,5.0,6.0,z_tmp/DSX_Strctures/1351926.png
1347569,O=C(Nc1cccc(-c2cccc(C(=O)c3cccc(-c4nn[nH]n4)c3)c2)c1)Nc1cccc(-c2nn[nH]n2)c1,8.0,,C28H20N10O2,2.6,528.2,4.6,1.0,2.0,2.0,1.0,1.0,5.0,4.0,8.0,7.0,40.0,147.2,167.1,0.0,40.0,6.0,True,True,,-10.5,-9.4,0.987,True,4.0,3.0,z_tmp/DSX_Strctures/1347569.png
1351239,O=C(Nc1cncc(-c2cccc(-c3cccc(-c4nn[nH]n4)c3)c2)c1)c1cccc(-c2cccc(-c3nn[nH]n3)c2)c1,10.0,,C32H22N10O,2.7,562.2,5.7,2.0,3.0,3.0,1.0,2.0,4.0,3.0,8.0,7.0,43.0,161.3,150.9,0.0,43.0,7.0,True,True,,-10.5,-9.8,0.963,True,5.0,5.0,z_tmp/DSX_Strctures/1351239.png
1351215,O=C(Nc1ccc(OCc2cccc(-c3nn[nH]n3)c2)cc1)Nc1cccc(-c2cccc(NC(=O)c3cccc(-c4nn[nH]n4)c3)c2)c1,10.0,,C35H27N11O3,2.8,649.2,6.2,2.0,3.0,3.0,1.0,3.0,5.0,5.0,9.0,10.0,49.0,182.5,188.4,0.0,49.0,7.0,True,True,,-10.5,-9.4,0.963,True,5.0,5.0,z_tmp/DSX_Strctures/1351215.png
1351170,O=C(Nc1cccc(-c2cccc(NC(=O)Nc3nn[nH]n3)c2)c1)Nc1ccc(-c2nn[nH]n2)cn1,10.0,,C21H17N13O2,2.7,483.2,2.7,1.0,3.0,1.0,1.0,1.0,4.0,6.0,9.0,6.0,36.0,128.7,204.1,0.0,36.0,5.0,True,True,,-10.5,-9.3,0.963,True,5.0,5.0,z_tmp/DSX_Strctures/1351170.png
1347400,Cc1ccc(C(=O)NCC(=O)N2CCN(C(=O)Nc3nn[nH]n3)CC2)cc1NC(=O)c1cccc(-c2nn[nH]n2)c1,7.0,,C24H25N13O4,2.8,559.2,0.0,1.0,2.0,3.0,1.0,1.0,4.0,5.0,10.0,7.0,41.0,142.4,219.8,0.0,41.0,5.0,True,True,,-10.5,-9.8,0.956,True,6.0,6.0,z_tmp/DSX_Strctures/1347400.png
1351930,O=C(Nc1cccc(-c2cccc(NC(=O)c3cccc(-c4cncc(-c5nn[nH]n5)c4)c3)c2)c1)Nc1nn[nH]n1,10.0,,C27H20N12O2,2.7,544.2,4.0,1.0,2.0,2.0,1.0,1.0,5.0,5.0,9.0,7.0,41.0,149.5,192.0,0.0,41.0,6.0,True,True,,-10.5,-10.0,0.963,True,4.0,5.0,z_tmp/DSX_Strctures/1351930.png
1351185,O=C(Nc1cccc(-c2cccc(-c3cccc(-c4cccc(-c5nn[nH]n5)c4)c3)c2)c1)c1cccc(-c2nn[nH]n2)c1,10.0,,C33H23N9O,2.6,561.2,6.3,2.0,3.0,3.0,0.0,2.0,4.0,3.0,7.0,7.0,43.0,163.5,138.0,0.0,43.0,7.0,True,True,,-10.5,-9.8,0.975,True,5.0,4.0,z_tmp/DSX_Strctures/1351185.png
1349552,O=C(Nc1cccc(-c2cccc(-c3cccc(-c4nn[nH]n4)c3)c2)c1)c1cccc(-c2nnn[nH]2)c1,9.0,,C27H19N9O,2.6,485.2,4.6,0.0,2.0,2.0,0.0,0.0,4.0,3.0,7.0,6.0,37.0,138.1,138.0,0.0,37.0,6.0,True,True,,-10.5,-9.0,0.975,True,4.0,4.0,z_tmp/DSX_Strctures/1349552.png
1351363,O=C(Nc1cccc(-c2cccc(NC(=O)Nc3nn[nH]n3)c2)c1)Nc1cccc(-c2cccc(-c3nn[nH]n3)c2)c1,10.0,,C28H22N12O2,2.6,558.2,5.0,3.0,4.0,2.0,1.0,3.0,5.0,6.0,8.0,7.0,42.0,156.4,191.2,0.0,42.0,6.0,True,True,,-10.5,-10.0,0.963,True,5.0,5.0,z_tmp/DSX_Strctures/1351363.png
1351429,O=C(Nc1cc(-c2cccc(-c3cccc(-c4nn[nH]n4)n3)c2)ccn1)c1cccc(-c2cccc(-c3nn[nH]n3)c2)c1,10.0,,C31H21N11O,2.8,563.2,5.1,2.0,3.0,2.0,1.0,2.0,4.0,3.0,9.0,7.0,43.0,159.1,163.8,0.0,43.0,7.0,True,True,,-10.5,-9.7,0.956,True,6.0,6.0,z_tmp/DSX_Strctures/1351429.png
1349603,O=C(Nc1cccc(-c2cccc(-c3cccc(-c4nn[nH]n4)n3)c2)c1)c1cccc(-c2cccc(-c3nn[nH]n3)c2)c1,9.0,,C32H22N10O,2.7,562.2,5.7,2.0,3.0,3.0,1.0,2.0,4.0,3.0,8.0,7.0,43.0,161.3,150.9,0.0,43.0,7.0,True,True,,-10.5,-10.1,0.956,True,4.0,6.0,z_tmp/DSX_Strctures/1349603.png
1344574,Cc1ccc(C(=O)NC(=O)NCC(=O)N2CCN(C(=O)Nc3nn[nH]n3)CC2)cc1Nc1cccc(-c2nn[nH]n2)c1,6.0,Amine,C24H26N14O4,2.9,574.2,0.2,3.0,4.0,3.0,1.0,3.0,4.0,6.0,11.0,7.0,42.0,146.3,231.8,0.0,42.0,5.0,True,True,,-10.5,-9.3,0.963,True,6.0,5.0,z_tmp/DSX_Strctures/1344574.png
1351164,O=C(Nc1cc(-c2cccc(-c3cccc(-c4nn[nH]n4)c3)c2)ccn1)c1cccc(-c2cccc(-c3nn[nH]n3)c2)c1,10.0,,C32H22N10O,2.7,562.2,5.7,2.0,3.0,3.0,1.0,2.0,4.0,3.0,8.0,7.0,43.0,161.3,150.9,0.0,43.0,7.0,True,True,,-10.5,-9.9,0.963,True,5.0,5.0,z_tmp/DSX_Strctures/1351164.png
1350303,O=C(Nc1cc(-c2cccc(-c3nn[nH]n3)c2)cc(-c2cccc(-c3nn[nH]n3)c2)c1)c1cccc(-c2cccc(-n3cnnn3)c2)c1,9.0,,C34H23N13O,3.0,629.2,5.3,3.0,4.0,2.0,1.0,3.0,4.0,3.0,11.0,8.0,48.0,176.2,181.6,0.0,48.0,8.0,True,True,,-10.5,-9.8,0.963,True,5.0,5.0,z_tmp/DSX_Strctures/1350303.png
1351571,O=C(Nc1cccc(-c2cccc(-c3cccc(-c4cccc(-c5nn[nH]n5)c4)c3)c2)c1)Nc1nn[nH]n1,10.0,,C27H20N10O,2.6,500.2,5.0,2.0,3.0,2.0,1.0,2.0,5.0,4.0,7.0,6.0,38.0,142.7,150.1,0.0,38.0,6.0,True,True,,-10.5,-10.0,0.963,True,6.0,5.0,z_tmp/DSX_Strctures/1351571.png
1351419,O=C(Nc1cccc(-c2cccc(NC(=O)c3cccc(-c4cccc(-c5nn[nH]n5)c4)c3)c2)c1)Nc1nn[nH]n1,10.0,,C28H21N11O2,2.6,543.2,4.6,1.0,2.0,2.0,1.0,1.0,5.0,5.0,8.0,7.0,41.0,151.7,179.2,0.0,41.0,6.0,True,True,,-10.5,-9.7,0.975,True,5.0,4.0,z_tmp/DSX_Strctures/1351419.png
1349387,O=C(Nc1cccc(-c2cccc(-c3cccc(-c4nn[nH]n4)c3)c2)c1)Nc1cccc(-c2cccc(-c3nn[nH]n3)c2)c1,9.0,,C33H24N10O,2.5,576.2,6.7,2.0,3.0,3.0,1.0,2.0,5.0,4.0,7.0,7.0,44.0,168.2,150.1,0.0,44.0,7.0,True,True,,-10.5,-10.0,0.963,True,6.0,5.0,z_tmp/DSX_Strctures/1349387.png
1345038,O=C(Nc1cccc(C(=O)Nc2cccc(Cn3nnc4ccccc4c3=O)n2)c1)c1cccc(-c2nn[nH]n2)c1,6.0,,C28H20N10O3,2.6,544.2,2.9,1.0,2.0,2.0,1.0,1.0,3.0,3.0,10.0,7.0,41.0,149.1,173.3,0.0,41.0,6.0,True,True,,-10.5,-9.1,0.956,True,5.0,6.0,z_tmp/DSX_Strctures/1345038.png
1350181,O=C(Nc1cccc(-c2cccc(-n3cnnn3)c2)c1)Nc1cncc(-c2cccc(-c3cccc(-c4nn[nH]n4)c3)c2)c1,9.0,,C32H23N11O,2.8,577.2,5.9,2.0,3.0,3.0,1.0,2.0,4.0,3.0,9.0,7.0,44.0,165.5,152.1,0.0,44.0,7.0,True,True,,-10.4,-9.8,0.956,True,6.0,6.0,z_tmp/DSX_Strctures/1350181.png
1351889,O=C(Nc1cccc(-c2cccc(NC(=O)c3cccc(-c4nn[nH]n4)n3)c2)c1)c1cccc(-c2nn[nH]n2)c1,10.0,,C27H19N11O2,2.6,529.2,3.6,1.0,2.0,2.0,1.0,1.0,5.0,4.0,9.0,7.0,40.0,144.8,180.0,0.0,40.0,6.0,True,True,,-10.4,-9.3,0.975,True,3.0,4.0,z_tmp/DSX_Strctures/1351889.png
1344326,O=C(Nc1cccc(S(=O)(=O)c2cccc(-c3nn[nH]n3)c2)c1)c1cccc(-c2cccc(-c3nn[nH]n3)c2)c1,6.0,,C27H19N9O3S,2.6,549.1,3.8,1.0,2.0,2.0,1.0,1.0,4.0,3.0,9.0,7.0,40.0,144.5,172.2,0.0,40.0,6.0,True,True,,-10.4,-9.8,0.975,True,3.0,4.0,z_tmp/DSX_Strctures/1344326.png
1351786,O=C(Nc1cc(-c2cccc(-c3cccc(-c4nn[nH]n4)c3)c2)ccn1)c1cc(-c2cccc(-n3cnnn3)c2)ccn1,10.0,,C31H21N11O,2.9,563.2,4.9,1.0,2.0,2.0,1.0,1.0,4.0,2.0,10.0,7.0,43.0,158.6,152.9,0.0,43.0,7.0,True,True,,-10.4,-10.0,0.956,True,5.0,6.0,z_tmp/DSX_Strctures/1351786.png
1349648,O=C(Nc1cccc(-c2nn[nH]n2)c1)c1cccc(-c2cccc(NC(=O)c3cccc(-c4nn[nH]n4)n3)c2)c1,9.0,,C27H19N11O2,2.6,529.2,3.6,1.0,2.0,2.0,1.0,1.0,5.0,4.0,9.0,7.0,40.0,144.8,180.0,0.0,40.0,6.0,True,True,,-10.4,-9.3,0.975,True,3.0,4.0,z_tmp/DSX_Strctures/1349648.png
1347281,O=C(Nc1cccc(-c2cccc(-c3cccc(-c4nn[nH]n4)c3)c2)c1)c1cccc(-c2nn[nH]n2)c1,7.0,,C27H19N9O,2.5,485.2,4.6,0.0,2.0,2.0,0.0,0.0,4.0,3.0,7.0,6.0,37.0,138.1,138.0,0.0,37.0,6.0,True,True,,-10.4,-9.5,0.956,True,4.0,6.0,z_tmp/DSX_Strctures/1347281.png
1350041,O=C(Nc1cccc(-c2cccc(-c3cccc(-c4nn[nH]n4)n3)c2)c1)c1cccc(-c2cccc(-n3cnnn3)c2)c1,9.0,,C32H22N10O,2.7,562.2,5.5,2.0,3.0,2.0,1.0,2.0,4.0,2.0,9.0,7.0,43.0,160.8,140.1,0.0,43.0,7.0,True,True,,-10.4,-9.8,0.956,True,5.0,6.0,z_tmp/DSX_Strctures/1350041.png
1349425,O=C(Nc1cccc(-c2cccc(NC(=O)Nc3nn[nH]n3)c2)c1)Nc1cccc(-c2nn[nH]n2)n1,9.0,,C21H17N13O2,2.7,483.2,2.7,1.0,3.0,1.0,1.0,1.0,4.0,6.0,9.0,6.0,36.0,128.7,204.1,0.0,36.0,5.0,True,True,,-10.4,-9.7,0.956,True,5.0,6.0,z_tmp/DSX_Strctures/1349425.png
1351426,O=C(Nc1cncc(-c2cccc(-c3cccc(-c4nn[nH]n4)c3)c2)c1)c1cccc(-c2cccc(-n3cnnn3)c2)c1,10.0,,C32H22N10O,2.7,562.2,5.5,2.0,3.0,2.0,1.0,2.0,4.0,2.0,9.0,7.0,43.0,160.8,140.1,0.0,43.0,7.0,True,True,,-10.4,-9.8,0.963,True,5.0,5.0,z_tmp/DSX_Strctures/1351426.png
1351400,O=C(Nc1cccc(-c2ccc(F)c(NC(=O)c3cccc(-c4nn[nH]n4)c3)c2)c1)c1cccc(-c2nn[nH]n2)c1,10.0,Halogen,C28H19FN10O2,2.6,546.2,4.4,1.0,2.0,2.0,1.0,1.0,5.0,4.0,8.0,7.0,41.0,147.0,167.1,0.0,41.0,6.0,True,True,,-10.4,-9.4,0.975,True,4.0,4.0,z_tmp/DSX_Strctures/1351400.png
1351675,O=C(Nc1cccc(-c2cccc(-c3cncc(-c4nn[nH]n4)c3)c2)c1)c1cccc(-c2nn[nH]n2)c1,10.0,,C26H18N10O,2.6,486.2,4.0,0.0,2.0,2.0,1.0,0.0,4.0,3.0,8.0,6.0,37.0,135.8,150.9,0.0,37.0,6.0,True,True,,-10.4,-9.2,0.956,True,4.0,6.0,z_tmp/DSX_Strctures/1351675.png
1351599,O=C(Nc1cncc(-c2cccc(NC(=O)c3cccc(-c4nn[nH]n4)c3)c2)c1)Nc1ccc(-c2nn[nH]n2)cn1,10.0,,C26H19N13O2,2.8,545.2,3.4,1.0,2.0,2.0,1.0,1.0,5.0,5.0,10.0,7.0,41.0,147.3,204.9,0.0,41.0,6.0,True,True,,-10.4,-9.6,0.987,True,5.0,3.0,z_tmp/DSX_Strctures/1351599.png
1351468,O=C(Nc1cccc(-c2nn[nH]n2)c1)c1cccc(-c2cccc(NC(=O)c3cccc(-c4nnn[nH]4)c3)c2)c1,10.0,,C28H20N10O2,2.6,528.2,4.2,1.0,2.0,2.0,1.0,1.0,5.0,4.0,8.0,7.0,40.0,147.0,167.1,0.0,40.0,6.0,True,True,,-10.4,-9.3,0.963,True,3.0,5.0,z_tmp/DSX_Strctures/1351468.png
